home_age,roof_age,square_footage,coverage_a,iso_class,fire_station_distance,prior_claims_5yr,water_loss_recency,credit_score,property_value,deductible,wind_hail_score,crime_index,coastal_exposure,wildfire_zone,swimming_pool,trampoline,wood_stove,home_business,monitored_alarm,fire_sprinklers,gated_community,recent_renovation,short_term_rental,smart_home_system,annual_loss
9,39,2710.928881158715,259798.89367741853,7,6.676248072447648,2,5,723.8781088861597,597359.954150621,500,4,100.69506139573305,No,No,No,No,No,No,Yes,No,No,No,Yes,No,0.0
79,8,2565.495767049035,283307.7637581505,9,5.748973505052914,1,3,680.4452881497714,158654.3145108044,500,1,108.98294478633139,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,0.0
15,27,1169.983759620739,227909.87065526354,4,1.8213572852660207,0,8,711.0707435040505,351538.26572706783,1000,1,80.32769227174681,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,0.0
53,10,2303.70239606055,200860.94819913234,4,4.559455859078087,1,9,664.0429776442378,428324.7369938509,500,2,112.36290761050392,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,0.0
76,31,2106.991942645258,105401.90700698402,5,3.7072487477211022,0,8,732.0936729320725,413251.32973288797,1000,1,97.9544423235611,No,No,Yes,No,No,No,Yes,No,No,No,No,No,0.0
69,10,2101.8057336580764,263071.83267561597,10,3.962257484393312,1,0,695.4164272360827,377669.69266212324,1000,2,113.26899960199391,No,No,No,No,No,Yes,No,No,No,No,No,No,26759.61
43,23,1261.9519163550158,187644.99089067473,5,1.2532826099004222,0,7,738.8624966895107,460740.76682971744,1000,1,118.70454694165376,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,0.0
72,14,1547.3388266214583,307764.26624678914,1,2.6765962425587686,0,8,760.2664661745604,457198.1243645339,2500,1,114.20099701992591,No,No,No,No,No,No,Yes,No,No,No,No,No,0.0
44,34,2159.1895072565303,259242.0198890237,8,0.771255225679912,2,0,722.6175893745416,553935.0042012683,1000,5,132.26791587958292,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,0.0
55,16,2868.6134669142766,213158.259734129,8,3.270470275043667,0,2,658.1397218836039,530115.6586145344,500,3,102.817831491948,No,No,No,No,No,No,Yes,No,No,No,Yes,No,0.0
56,24,1845.685258096346,131719.5682791891,9,4.564978715707018,1,7,666.0245770946754,140959.65379381078,2500,2,102.63046860589982,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,91888.6
20,34,1960.0367637374395,272052.89700970985,3,4.238364736634892,1,6,693.3786422974212,366101.66750138736,2500,1,82.9341529559468,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,0.0
67,18,3268.6551971717245,159809.27691473195,6,0.6963365796179726,0,9,777.0448473062064,317007.77036687935,1000,5,121.01563370002566,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,0.0
49,30,2021.9065664992982,356492.94786280923,10,4.4956537981874245,0,3,696.3597028632206,478936.4733702637,500,4,83.61367593465911,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,0.0
32,16,2122.7262856878515,320391.80555426603,9,4.442158844738204,0,5,704.6178753219517,334798.23682381335,2500,1,94.58228200794235,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,0.0
6,22,2130.8531307689555,281856.12715579575,4,2.643760875310393,1,5,765.1320066976504,429982.3027203878,1000,2,111.22443239228788,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,50112.32
69,0,1392.6969121572938,416059.7807724262,9,6.836072522707122,0,5,774.2467019433712,429553.5921711221,500,4,100.78823133625944,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,32441.53
14,9,2543.078874049069,300786.1209793751,6,5.197077621317047,1,0,725.9745163010214,446648.1303363623,500,1,104.8076118527132,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,0.0
31,7,1808.2743288493966,330886.57267986005,4,1.5652398876382483,2,7,747.3355956029156,216813.88718482645,2500,1,109.35664807899171,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,0.0
74,25,2181.957629776157,354997.1561752035,6,3.4078195232419115,0,6,741.1057702865025,378507.65159368946,500,1,103.48376766744659,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,46015.68
19,33,2466.6237786506786,258649.41186388262,6,4.855548227902981,3,1,618.2418005115384,486643.67449789087,2500,5,100.3751404266054,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,0.0
14,18,3365.5345534212356,259096.7378600804,4,2.1910547527121924,1,9,705.1304183264955,391785.2458639396,500,2,110.24697718247421,No,No,No,No,No,No,Yes,No,No,No,No,Yes,0.0
47,13,1409.3379732722542,303315.7536111669,10,2.870954697547847,1,4,754.8084337881061,288966.4313671089,500,4,125.35396398304633,No,No,No,No,No,No,No,No,No,No,No,No,0.0
70,7,2718.9893110397343,192277.99603017484,5,0.6303246096603479,1,8,662.0947235783204,222650.86668174854,1000,5,96.53471830347588,No,No,Yes,No,No,No,No,No,No,No,No,Yes,0.0
20,0,2721.233953704381,442825.10766669235,1,3.6263599898693966,0,2,736.961694033234,335544.8332696097,500,1,81.18986362226933,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0.0
41,24,1817.071136332436,312862.25162468647,9,1.9717268706404,0,8,702.7721881017545,408648.41063447576,1000,5,113.24323218250461,No,No,No,Yes,No,No,No,No,Yes,No,No,No,0.0
25,23,2559.702308831189,283924.6791387804,7,5.811352439081408,2,4,734.2568104323515,358894.4383143076,500,1,117.69770500886969,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,0.0
13,19,3186.061690775135,466842.15778980555,5,1.4790905835108592,2,4,751.3995618370125,270935.4289941008,500,2,102.36798743955399,No,No,No,No,No,No,Yes,No,No,No,No,Yes,0.0
56,29,1741.0172744725348,211880.5948401396,5,0.4894889136211216,0,2,788.4046941786731,322945.2021412707,2500,2,102.73575400607015,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,0.0
36,4,2344.881878281093,422892.0578991153,6,0.6283377329039601,0,3,723.34817652532,423556.26034347765,2500,3,74.79375667658513,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0.0
57,2,2442.880818363871,365063.50398247945,8,8.68386745188621,0,3,691.8909468293147,252834.77954202832,2500,2,126.03048657877149,No,No,No,No,No,No,No,Yes,Yes,No,No,No,0.0
20,31,2520.50731297213,389362.35906902386,3,5.044377103662462,0,9,675.5287974849418,163568.35404158547,1000,5,85.56046229350017,No,No,No,No,No,No,No,No,No,No,Yes,Yes,0.0
68,16,2661.5750564296077,285956.0100319663,8,1.256888914076601,0,6,623.3479194819948,182023.52503565315,1000,2,97.74439516187678,No,No,No,No,Yes,No,Yes,No,No,No,No,No,22908.53
2,4,2299.7828969513043,304469.22571554605,3,3.4801697243116667,0,2,665.2844939740626,323729.9235161829,500,1,74.39624983217539,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,0.0
36,10,2508.061711808801,272536.53455391387,10,10.98808797879924,0,3,695.9999466703072,317138.2200639581,2500,3,114.18409054960213,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0
48,37,1653.115809925766,379707.3766504472,5,1.2920320791357018,0,4,685.0935391503313,526091.7874383759,1000,5,100.56034647377251,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,0.0
18,3,2298.4020961837346,331338.85517149285,5,10.122008870345677,0,7,679.0548737211984,223113.66478473225,2500,1,104.16525267397721,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.0
11,38,1914.1952405916913,255321.18714870335,2,8.642267441544337,0,7,660.4090704025008,372313.1354870488,2500,4,82.4600783875836,No,No,No,No,No,Yes,No,No,No,No,No,Yes,0.0
60,18,1462.1026569075475,258995.33277636208,1,1.569805459442484,0,2,719.6055020741471,230094.82311636538,500,1,82.63975474514629,Yes,No,No,No,No,No,Yes,No,No,No,No,No,0.0
40,38,1894.5132703378597,298814.9621313144,3,4.106498262278549,0,3,738.4782463130881,365388.6142909893,1000,5,146.69404149538164,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,0.0
32,22,2361.673835318835,273417.3245618628,10,0.8229458287102472,0,9,766.186133950002,358736.6628031593,2500,1,102.5694748606451,No,No,No,No,No,No,No,No,Yes,No,No,No,0.0
49,16,2461.478365822116,415341.8285007005,4,2.0756596234199476,1,8,631.0835162613317,202139.32737708694,1000,1,135.87467092772084,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,0.0
67,12,1438.9245274463374,364657.2013547786,7,4.940468283976676,0,6,850.0,360786.9367524564,1000,5,91.45481293348695,No,No,No,No,No,No,Yes,No,No,No,No,Yes,0.0
70,26,1637.3939699650775,364488.95437623677,7,2.112548869238513,0,0,719.8557312719566,325610.36309126863,2500,3,84.00642413312133,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0.0
32,0,2634.793767815933,318713.37587784417,9,0.5460492519422314,0,1,812.3202526736795,264245.5741372688,500,3,100.69476888059624,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,0.0
23,1,2504.888855569518,233879.5350752516,4,0.08990533802174147,0,5,704.8533672927875,337346.8917780704,2500,2,94.5966319082187,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,0.0
60,17,2732.2615972278118,355688.60429360927,3,3.426616362973963,0,9,678.3093487818531,433249.1063966136,1000,4,96.28621763271948,No,No,No,No,Yes,No,No,Yes,No,No,No,No,0.0
60,35,3020.6982563059364,132145.39317646896,3,11.521180826330724,1,8,707.961574627552,499971.1949123307,1000,4,74.9779648124925,No,No,No,No,No,No,No,No,No,No,No,No,0.0
27,32,2522.732265754359,313924.4160195227,10,1.7160825744612593,1,7,692.4610287163867,256198.88113923246,500,3,141.38969118951906,No,No,No,No,No,No,Yes,No,No,No,No,Yes,0.0
57,35,1951.1154236974767,235030.48537980774,10,6.6428523306432234,0,9,731.0278200588531,630263.5894020309,2500,2,97.12918113003073,No,No,Yes,No,No,No,No,No,No,No,No,Yes,0.0
42,1,2268.90967484915,228870.6511650766,1,2.3422364223662546,0,2,715.4573463630384,390349.2874030426,500,4,148.10964475548107,Yes,No,No,No,No,No,No,No,No,Yes,No,No,0.0
40,3,3195.938260556429,262933.2675384705,6,9.031235680574799,1,9,709.2392322184835,260549.7187038969,500,2,87.46676618605164,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,0.0
38,15,3858.669398671232,293285.05154653924,4,9.916434985311728,0,3,740.9048016661021,421244.36910409166,2500,1,113.23538774325957,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,0.0
48,3,2477.8578194454158,298126.7502293741,5,10.748163190840314,0,1,684.3479612444185,207150.6910967677,1000,4,108.07191007855982,No,No,No,No,No,No,No,No,No,Yes,No,Yes,0.0
16,8,2521.332483286784,363219.0522224897,2,3.4891616443510487,0,6,768.3424495827284,366509.2036999679,1000,5,95.36951192487763,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0.0
69,20,2635.42502019845,286089.21759479283,8,4.900054887144749,1,7,746.6026256668376,421223.44219879224,2500,2,117.9147530272297,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,0.0
69,22,2214.2757074916176,291861.31717329926,10,4.335871181486012,0,8,704.9054292453624,421241.0466492536,2500,3,84.7044908401615,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,0.0
64,1,2898.3123414055744,188350.9763010753,3,13.121259482244543,0,0,780.3235702731265,347223.8769374917,2500,5,101.47821671175798,No,No,No,No,No,No,No,No,No,No,No,No,0.0
73,2,2804.8271756397107,198768.95030429604,7,3.3676708111801785,1,0,707.7320224445417,534199.4716582593,1000,3,59.70775912194795,No,No,Yes,No,No,No,No,No,No,No,No,Yes,0.0
4,22,2412.62586828929,322965.5234969955,9,1.4344972580647355,0,8,577.6002312183304,494312.7914307059,500,3,121.96399214382075,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,0.0
1,25,2009.1880563966306,350453.4705119297,9,6.092427826799795,0,7,623.9977355688859,368969.66385415156,2500,4,90.26579323537102,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,34184.45
21,6,1287.582167573718,279162.24998424784,8,0.7965087770126498,0,5,747.3441656626201,412563.4492156266,1000,2,103.28345263619596,No,No,No,No,No,No,Yes,No,No,No,No,No,0.0
56,35,2639.44812856855,374636.63729194977,3,1.031939857642504,0,2,627.2809299118788,375477.3840439585,2500,3,100.81133973682638,No,No,No,No,No,No,No,No,No,No,No,No,0.0
65,32,2327.7149891356626,187368.64632724313,5,0.7483627555542588,0,8,681.4131948532313,408852.08363212517,2500,4,81.14300280815351,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,0.0
73,35,1757.3393616075393,331883.0978237657,10,2.7569865037707397,3,1,730.4226096579594,328440.2116743732,1000,3,117.20951303466532,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,0.0
15,3,1522.0478410032238,231857.7915288441,1,1.0461718291329998,0,6,706.266317608892,212976.27297108498,1000,3,123.76406652080819,No,No,No,No,No,No,No,No,No,Yes,No,Yes,0.0
50,22,2596.859709629951,225539.98651800497,7,4.756590164900286,0,9,696.8322822822796,432009.19657600904,500,2,136.16180138189065,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,43240.7
38,24,1239.258207029821,238806.7260732152,4,4.701523803736996,0,0,730.5466629925995,230414.27230105677,1000,2,100.89390188875414,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,0.0
75,25,2379.784712466283,293538.7544896758,9,0.42912562016944705,1,1,730.6126189281724,300405.1558789093,2500,1,132.63811898200817,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,17988.55
39,27,2706.130245501336,335111.7543619031,10,6.741094823013653,0,4,713.0394104672645,328571.79036539124,1000,3,122.03437859218064,No,Yes,No,No,No,No,No,No,No,No,No,No,0.0
37,27,2529.935731849974,329038.3367212278,8,2.5678751116339544,0,8,608.3490010061084,386519.36260123446,1000,3,94.719749558686,No,No,No,No,No,No,Yes,No,Yes,No,No,No,28012.84
59,20,1965.5561353849357,276761.4252849982,10,2.0568511164146064,0,1,724.5548527751126,452504.7336208656,1000,4,50.252732007346104,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0.0
58,9,1450.3753093150515,350581.3873938455,7,5.800738980916602,0,8,612.0901510721552,321963.04152739805,1000,4,120.73634395923828,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,27716.84
9,26,2552.2115438771143,434939.31146800076,10,2.3202959967466183,2,0,722.1837174871775,342907.0921945681,500,4,92.1723182310662,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,0.0
63,14,2920.313855172052,290447.1038839168,4,7.216649483736064,0,7,695.3603660060111,465661.1303680143,1000,4,109.72230422029043,No,No,No,No,No,No,No,No,No,No,No,No,0.0
62,16,1856.3599871541755,307583.6619008835,2,6.525775331059368,0,5,704.7901996906998,341520.19063335995,1000,5,88.19466546987934,No,No,No,No,No,No,No,Yes,Yes,No,No,No,0.0
48,38,2504.1449201757155,251061.60173491278,3,6.123697066190764,0,6,704.7016734739879,429205.7198924196,500,3,84.94957964397682,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,0.0
63,34,3148.9090712390853,268643.31673861644,8,0.9457873547654285,0,6,792.2503541148077,448202.69034686824,1000,5,128.12330398710841,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,9854.14
31,4,2403.308257864966,399867.7812279158,6,9.809450457169268,2,8,716.3921430644843,463662.38207324594,1000,2,52.74112359168032,No,No,No,No,No,No,No,No,Yes,No,No,No,0.0
6,15,1961.8719130733275,400692.6574738534,3,3.9128057529652605,0,7,663.2622396485951,222978.54962781724,500,5,78.85858282827874,Yes,No,Yes,No,No,No,No,No,No,No,No,No,0.0
20,22,2824.512124037895,283914.6016743307,10,2.4941986522577704,2,1,684.9308736756785,420661.77185794234,2500,3,56.53297623768318,No,Yes,No,No,Yes,No,No,No,No,No,No,No,20756.85
19,38,1757.4634155053127,339220.13328701933,2,9.683208048765906,0,6,693.0361246313643,302393.7339258557,500,3,101.4966431698087,Yes,No,No,No,No,No,No,No,No,No,No,No,0.0
25,8,1421.084790968186,373636.58298872644,8,3.4036678293305442,1,0,685.7520653553318,290038.3840071558,2500,4,78.86173811159252,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,0.0
67,32,2687.3927146875876,264278.6368999154,9,3.4972505369859186,0,5,711.5544010000633,395856.77877761365,1000,1,75.75221034276285,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,0.0
14,34,1956.3026419098621,195527.3399044398,7,8.332542086867772,2,8,757.0184562365715,359009.0921012764,2500,3,88.40358331283511,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,0.0
78,39,2010.0873915977893,355144.7159806418,5,3.7370807698683017,0,2,746.2321982666149,356702.83705880045,500,4,104.0913786755869,No,No,No,No,No,No,Yes,No,No,No,No,No,32854.13
13,23,1823.8356186693572,371711.00929039024,8,1.93816771527473,0,0,731.0228586132812,328484.28806458466,1000,5,113.03868284848062,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0.0
26,23,1916.3095626675497,359942.3040113813,3,8.075734210486507,1,0,618.9620706295681,313856.96411972516,2500,4,115.45104089796031,No,No,Yes,No,No,No,No,No,Yes,No,No,No,0.0
39,23,3041.8200565161196,270068.0940712496,4,9.445009722436074,0,9,708.9429960274197,414193.52806418773,500,2,130.24976601143555,No,No,Yes,No,No,No,No,No,No,No,No,No,0.0
57,18,3197.4992594702003,421848.8697127203,3,3.4953710292777527,0,7,738.4689947099934,222186.13582490417,2500,3,86.02116160284018,Yes,No,No,No,No,No,No,No,No,No,No,No,0.0
27,38,3276.9871816867653,322741.1806762768,3,0.39223677023359965,1,6,713.828698092519,351428.8342472607,1000,5,108.9614603211728,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,0.0
25,24,2854.0723727065074,208192.83454023924,8,2.374065478047764,0,1,748.6622688530886,207094.15107147154,2500,2,87.47634818542328,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,0.0
62,30,2479.7627558639424,172313.00324556878,3,0.44308381816907255,0,1,651.8637949959682,335341.9294081694,1000,2,91.39543077273525,Yes,No,No,No,No,No,No,No,No,No,No,No,0.0
65,37,1340.628644840132,276224.4627236144,6,0.8835247953111668,1,4,729.1538553284594,289405.2543299326,2500,1,101.21065721918923,No,No,No,No,No,No,No,No,No,No,No,No,0.0
24,24,2087.4851782597902,317984.92240820493,7,0.9256185583797377,0,8,687.195359317111,487856.34820794227,2500,5,95.19899468186975,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,14817.59
2,26,3494.0526931742124,276964.30535474257,1,4.199098155402848,0,5,722.7067853905146,319293.22378844797,2500,3,118.98806848112316,No,No,No,No,No,No,No,No,No,Yes,No,Yes,0.0
71,31,1938.6270527484076,459484.99190715427,8,7.4313445452000595,0,8,672.878286143978,357952.30783165357,2500,2,100.48841534082504,No,No,No,No,No,No,No,No,No,No,No,Yes,0.0
43,10,3108.486684863365,332318.68209957867,8,1.2257520950327492,1,4,643.4588573738188,427458.0390229123,500,3,114.49174255158896,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,0.0
41,4,2233.021491418327,222148.10109700344,4,4.524514286447525,0,1,696.3155631384076,469773.8020284779,1000,4,62.98308481920288,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0.0
5,32,600.0,118372.65934410205,8,5.268914216230473,0,5,745.6220006434687,450717.6097034669,500,5,98.23399678234128,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,0.0
38,18,2584.2913382013776,318801.1239359861,6,7.337460014904478,0,0,715.7865356545294,434697.47235249856,500,3,142.29394696936487,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,0.0
51,15,2959.752817706987,379116.32717553235,7,12.200480003736628,2,6,717.1582612885227,468153.1994664856,1000,3,83.8435754681898,No,No,Yes,No,No,No,No,Yes,No,No,No,No,0.0
22,34,2170.6024188156734,449101.3766903862,3,3.2223887872387915,1,8,724.5654576232344,227958.9402854933,1000,2,122.98036349164249,No,No,No,No,No,No,No,No,No,No,No,No,0.0
49,10,2939.8306026912483,283807.06029724533,3,5.502621185378388,0,1,648.9726389278713,330528.10825060285,500,2,118.71447931804722,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,0.0
42,10,1199.3034913497477,437759.9283806527,10,1.9697206053499632,0,4,639.3843944257026,227466.84806329675,2500,5,116.11627280365968,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,0.0
18,9,1368.6614416603784,191285.78886253474,10,4.185975895126496,1,6,733.722152371085,371760.87162432715,1000,4,112.54738938719167,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,37962.33
68,33,2322.9185848514126,272487.3563211129,9,2.1793034775693205,0,0,677.9000665070729,286721.1542332964,1000,3,50.0,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,0.0
50,4,2486.268836690519,218848.20366743096,10,0.8281272029077048,0,2,745.7475275622686,340090.1628384776,1000,1,104.6682962310461,No,No,No,No,No,No,Yes,No,No,No,Yes,No,0.0
10,22,3013.9473211553673,363368.0727000612,10,8.63988240404744,0,2,629.4600331926108,243490.35217188648,2500,4,71.35913653344429,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,0.0
11,24,2583.3546800491363,195913.8096118542,9,1.590263215348751,0,9,627.9149277461505,396526.4610897995,2500,1,87.15395829721369,No,Yes,No,No,No,No,No,No,No,Yes,No,No,0.0
73,28,1483.8225463809742,332139.96996677027,3,3.3164354074078295,1,4,739.3496887303393,374214.96923024725,1000,1,81.38265340103459,Yes,No,No,No,No,No,No,No,No,No,No,No,0.0
7,39,2327.8273732446314,200653.65028551032,9,7.10410767808381,0,2,715.9298618225838,358175.061949816,1000,1,94.05592128442258,No,No,Yes,No,No,No,Yes,No,No,No,No,No,0.0
23,12,2560.4364671728895,440622.52424411033,3,5.155008767460924,0,8,759.3722434792703,438301.66643158067,500,1,102.60708882336654,No,Yes,No,No,No,No,No,No,No,No,No,Yes,0.0
40,31,1075.4596007817227,270059.5169978567,4,2.9027100372815275,0,5,647.4905883176921,293362.5958726341,1000,5,137.0646807529746,Yes,No,No,No,No,No,No,No,Yes,No,No,No,0.0
35,33,2173.819918157191,330237.2679321968,3,4.637455871644958,0,0,626.2121018696663,119827.23523250688,500,2,111.26460900217072,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,0.0
71,11,1998.650473637065,156898.19018141157,5,2.824822154140871,1,7,695.4314935199664,317166.88983832125,2500,5,93.39941212011163,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0.0
54,23,1807.184155752553,180415.82279302494,4,1.2576500444842877,2,5,773.7567546515274,426570.66139006393,1000,4,88.42957126328233,No,No,No,No,No,No,No,No,No,Yes,No,No,0.0
8,39,2499.2662310516034,238128.28235878018,9,3.0600117507436586,0,4,694.2099642547797,100000.0,2500,3,129.95497362906082,No,No,Yes,No,No,No,No,No,No,No,No,Yes,0.0
46,20,1510.1910840652458,368041.45022153785,2,3.5041068092268954,0,6,777.5377601671499,285642.9158537532,1000,5,109.00418591254217,No,No,Yes,No,No,No,Yes,No,No,No,No,No,0.0
14,28,2450.12770720219,352727.23889548436,10,6.832316371508469,0,0,734.1430095345511,435306.2818334679,500,1,150.6912715906402,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0.0
47,22,2535.694677525337,386831.19688799547,8,3.451557756760387,1,7,689.4632751814486,522159.7626961327,500,3,87.12529544120517,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,0.0
41,32,2850.257986156584,179221.53414524632,3,8.594803985108353,0,1,704.0388624267646,203890.18219756696,1000,4,120.02585199552351,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,0.0
59,7,1525.948442324437,340549.549861706,9,4.034228693422594,0,9,724.5046359669028,100000.0,2500,4,88.83932724450949,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,0.0
69,12,1296.8594689872716,255208.20257859916,2,2.4950809579175455,1,8,724.2334966441553,279538.2325333754,2500,2,95.82049404240277,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0.0
11,4,2367.342164403407,235351.65308141397,7,6.6034367457533465,1,0,661.2391043844391,200994.06281457996,1000,4,113.68370941597007,No,Yes,No,No,Yes,No,No,No,No,No,No,No,0.0
1,9,2028.237259679379,257021.78687022298,6,3.335454978599602,0,0,670.0263977845397,344735.7113957047,500,1,104.83850783580311,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0.0
6,13,3941.5901574962327,290682.5764746348,8,3.433351727859469,0,3,690.7519538690684,373200.3160014534,2500,2,86.64631777055048,No,No,Yes,No,No,No,Yes,No,No,No,No,No,0.0
79,23,2475.099085745759,352883.5532774185,3,3.857782933227228,1,4,648.7795805557523,413206.06581410277,2500,1,103.70632602865659,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,0.0
2,10,2234.897027022509,389824.42407111026,6,2.4516262791725163,0,7,766.0375123727631,311079.2861264267,1000,3,88.7443183985555,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,0.0
2,2,2096.3032265941506,341685.7702672844,2,1.9557532214917337,1,3,665.5084933035947,320944.4649619042,2500,3,139.49339406298955,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,0.0
26,28,1469.1628927363306,350661.6588976693,10,1.8341288093201258,0,2,804.3139908124962,580523.748967273,1000,2,103.64314529207945,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,0.0
39,29,2538.3289317727586,445843.96383836854,10,3.900798651859349,1,9,651.9648812078137,424259.5148387471,500,3,117.58433699509844,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,0.0
32,36,2152.5129842375213,355765.8473285249,7,2.266052000011754,2,9,692.2271267192342,433598.52464902884,2500,3,107.62478405425564,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,108748.92
0,6,2153.011789942339,282893.21348060557,3,15.291311155144456,2,0,669.8106795620006,345464.22168366425,1000,1,94.08439718601429,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,0.0
7,16,2256.665995299193,346488.3787854458,5,3.9783474497510736,0,2,732.6479190543372,277790.52121322416,1000,5,110.86713820034933,No,No,No,No,No,No,No,No,No,Yes,No,No,0.0
31,19,2332.727517950347,436611.67233827594,3,9.48940902535034,1,8,732.284757665997,395248.2823650891,500,5,94.67757769619462,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,0.0
47,10,1156.446612449487,230371.1467757411,10,13.050790016169184,0,1,719.7042402167806,416909.02482314396,1000,4,84.7061912219993,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,0.0
3,24,2702.213803822559,265525.04333253304,1,0.75067868646941,1,9,633.3049995543251,403130.0337456799,500,3,99.74760245008697,No,No,No,No,No,No,No,No,No,Yes,No,No,0.0
69,23,1692.1333751104464,416010.21994794277,1,2.433459244420847,0,4,658.508877540139,398244.0009510009,500,2,98.95435065959143,No,No,No,No,No,No,No,No,No,Yes,Yes,No,0.0
18,1,2117.180681518824,276762.1666055599,10,3.340679506407017,0,5,777.5492985799999,390485.708181871,2500,4,115.79118231306066,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,0.0
31,26,2971.5429523991734,361143.1740139562,4,1.4140366490811311,1,2,820.3365735628095,360080.9550554232,1000,5,68.88957956826422,No,No,No,No,No,No,No,No,No,No,No,No,0.0
8,18,3267.6691553620685,403126.9805598388,5,4.032319563750254,1,9,636.6469698173972,232732.71021540716,1000,2,59.406066684134046,No,No,No,No,No,No,Yes,No,Yes,No,No,No,0.0
11,28,1179.703336824165,199534.36168218337,1,2.600186478861426,1,4,702.0988701449583,310107.953567624,500,5,116.16854790723127,No,No,Yes,No,No,No,Yes,No,No,No,No,No,0.0
